"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente","ronda",,
4180,"Jimant001","2022-23","06/12/2022",1,"Tiburones de la Guaira","LF",9,"Anthony Jimenez ",3,0,0,0,0,0,1,0,1,3,0.16,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714384,"night"
4181,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","CF",1,"Tomo Otosaka ",3,1,1,1,0,0,1,1,1,0,0.315,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4182,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","3B",2,"Edgar Duran ",4,1,1,1,0,0,2,1,0,2,0.241,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4183,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","1B",3,"Carlos Pérez ",4,2,1,0,0,0,0,1,0,5,0.311,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4184,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","DH",4,"David Rodríguez ",4,1,3,1,0,0,1,0,1,3,0.354,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4185,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","PH-DH",,"b-Pedro Barrios ",1,0,0,0,0,0,0,0,1,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4186,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","LF",5,"Ramón Flores ",4,1,2,0,0,0,2,1,1,4,0.264,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4187,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","PR-2B",,"1-Raul Rivas ",0,1,0,0,0,0,0,0,0,0,0.308,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4188,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","RF",6,"Diego Rincones ",3,1,1,0,0,0,1,0,0,3,0.317,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4189,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","PH-RF",,"a-Frank Diaz ",2,0,1,1,0,0,0,0,0,0,0.3,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4190,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","2B-LF",7,"Luis Castro ",4,2,1,0,0,0,1,1,1,2,0.27,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4191,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","C",8,"Juan Graterol ",4,2,1,0,0,0,1,1,0,2,0.305,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4192,"NA","2022-23","06/12/2022",1,"Bravos de Margarita","SS",9,"Jose Martinez ",4,1,1,0,0,0,1,0,0,2,0.261,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714384,"night"
4193,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","SS",1,"Edwin Garcia ",4,1,3,0,0,0,1,1,0,0,0.339,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4194,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","CF",2,"Rainel Rosario ",5,1,1,1,0,0,1,0,0,5,0.329,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4195,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","C",3,"Luis Torrens ",3,0,1,0,0,0,1,1,2,0,0.333,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4196,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","DH",4,"Moisés Gómez ",3,0,2,1,0,0,0,2,1,1,0.375,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4197,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","LF",5,"Alberth Martinez ",3,1,1,0,0,0,1,2,0,2,0.362,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4198,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","1B",6,"Daniel Mayora ",5,1,1,1,0,0,0,0,1,7,0.263,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4199,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","3B",7,"Alberto Gonzalez ",4,0,0,0,0,0,0,0,1,3,0.306,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4200,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","RF",8,"Romer Cuadrado ",3,0,0,0,0,0,0,1,1,0,0.297,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4201,"NA","2022-23","07/12/2022",1,"Navegantes del Magallanes","2B",9,"Rayder Ascanio ",3,1,1,0,0,0,1,1,1,0,0.258,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714407,"night"
4202,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","3B-SS",1,"Ali Castillo ",4,0,1,0,1,0,0,0,1,0,0.3,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4203,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","CF",2,"Ender Inciarte ",4,0,1,0,0,0,0,0,1,1,0.253,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4204,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","LF",3,"Angel Reyes ",4,1,1,0,0,0,0,0,1,2,0.261,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4205,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","1B",4,"Héctor Sánchez ",3,1,0,0,0,0,0,1,2,2,0.241,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4206,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","DH",5,"Jesus Chirinos ",4,0,1,0,0,0,1,0,2,1,0.327,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4207,"herjas001","2022-23","07/12/2022",1,"Aguilas del Zulia","C",6,"Jose Herrera ",4,0,1,0,0,0,0,0,1,1,0.233,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4208,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","RF",7,"Niko Hulsizer ",4,0,2,2,0,0,0,0,0,1,0.304,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4209,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","2B",8,"Carlos Herrera ",3,0,0,0,0,0,0,0,1,2,0.375,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4210,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","SS",9,"Deiner Lopez ",2,0,0,0,0,0,0,0,0,0,0.231,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4211,"NA","2022-23","07/12/2022",1,"Aguilas del Zulia","PH-3B",,"a-Bryant Flete ",1,0,0,0,0,0,0,0,1,1,0.326,"Estadio Luis Aparicio","Navegantes del Magallanes","regular",714407,"night"
4212,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","CF",1,"José Azocar ",4,1,1,0,0,0,0,0,1,0,0.231,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4213,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","3B",2,"Niuman Romero ",2,1,2,0,0,0,0,2,0,0,0.292,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4214,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","2B",3,"Andruw Monasterio ",3,0,1,0,0,0,1,1,1,2,0.303,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4215,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","1B",4,"Balbino Fuenmayor ",4,0,0,0,0,0,0,0,1,6,0.228,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4216,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","DH",5,"Tomás Telis ",4,0,1,0,0,0,1,0,1,3,0.226,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4217,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","C",6,"Jesús Sucre ",4,0,0,0,0,0,0,0,1,2,0.273,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4218,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","RF",7,"Herlis Rodriguez ",4,1,2,0,0,1,1,0,0,0,0.244,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4219,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","LF",8,"Eduardo Diaz ",1,0,0,0,0,0,0,0,1,0,0.203,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4220,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","PH-LF",,"a-Edgardo Fermin ",3,0,0,0,0,0,0,0,2,1,0.2,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4221,"NA","2022-23","07/12/2022",1,"Caribes de Anzoategui","SS",9,"Kevin Vicuña ",4,0,1,0,0,0,0,0,2,1,0.283,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714386,"night"
4222,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","CF",1,"Tomo Otosaka ",5,0,1,0,0,0,0,0,0,2,0.311,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4223,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","3B",2,"Breyvic Valera ",4,2,3,0,0,0,1,0,0,0,0.274,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4224,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","PR-3B",,"1-Edgar Duran ",1,1,0,0,0,0,0,0,0,1,0.239,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4225,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","1B",3,"Carlos Pérez ",5,1,2,0,0,0,0,0,1,2,0.315,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4226,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","DH",4,"David Rodríguez ",4,0,1,1,0,0,1,0,1,3,0.351,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4227,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","LF-RF",5,"Ramón Flores ",2,1,0,0,0,0,0,2,1,2,0.26,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4228,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","RF",6,"Diego Rincones ",3,1,3,0,0,1,4,1,0,0,0.333,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4229,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","2B",,"Raul Rivas ",0,0,0,0,0,0,0,0,0,0,0.308,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4230,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","2B-LF",7,"Luis Castro ",3,0,0,0,0,0,1,1,1,3,0.261,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4231,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","C",8,"Juan Graterol ",4,1,1,0,0,0,0,0,0,3,0.302,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4232,"NA","2022-23","07/12/2022",1,"Bravos de Margarita","SS",9,"Jose Martinez ",4,1,2,1,0,0,1,0,0,0,0.274,"Estadio Forum de La Guaira","Caribes de Anzoategui","regular",714386,"night"
4233,"garmai002","2022-23","07/12/2022",1,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",3,1,2,0,0,0,0,1,1,0,0.338,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4234,"escant001","2022-23","07/12/2022",1,"Tiburones de la Guaira","2B",2,"Alcides Escobar ",4,1,1,0,0,0,0,0,1,3,0.409,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4235,"escalc001","2022-23","07/12/2022",1,"Tiburones de la Guaira","2B",2,"Alcides Escobar ",4,1,1,0,0,0,0,0,1,3,0.409,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4236,"torredu001","2022-23","07/12/2022",1,"Tiburones de la Guaira","2B",,"Eduardo Torrealba ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4237,"acuron002","2022-23","07/12/2022",1,"Tiburones de la Guaira","DH",3,"Ronald Acuña Jr",3,0,1,0,0,0,0,1,1,0,0.441,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4238,"marraf001","2022-23","07/12/2022",1,"Tiburones de la Guaira","C",4,"Rafael Marchan ",2,0,1,0,0,0,1,1,0,1,0.517,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4239,"arcfran001","2022-23","07/12/2022",1,"Tiburones de la Guaira","C",,"Francisco Arcia ",1,0,0,0,0,0,0,0,1,0,0.273,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4240,"vasdan001","2022-23","07/12/2022",1,"Tiburones de la Guaira","RF",5,"Danry Vasquez ",4,0,2,0,0,0,0,0,1,3,0.3,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4241,"barfra001","2022-23","07/12/2022",1,"Tiburones de la Guaira","CF",6,"Franklin Barreto ",3,0,1,0,0,0,1,0,0,4,0.308,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4242,"aguang001","2022-23","07/12/2022",1,"Tiburones de la Guaira","LF",7,"Angel Aguilar ",3,0,0,0,0,0,0,1,1,2,0.36,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4243,"yepjua001","2022-23","07/12/2022",1,"Tiburones de la Guaira","1B",8,"Juan Yepez ",3,0,0,0,0,0,0,0,0,2,0.103,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4244,"sanyol001","2022-23","07/12/2022",1,"Tiburones de la Guaira","3B",9,"Carlos Sanchez ",3,0,0,0,0,0,0,0,0,3,0.219,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714355,"night"
4245,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",4,1,0,0,0,0,0,0,1,0,0.352,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4246,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","LF",2,"Jecksson Flores ",3,1,0,0,0,0,0,0,1,0,0.239,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4247,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","SS",3,"Andrés Giménez ",2,1,0,0,0,0,0,1,1,0,0.211,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4248,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","1B",4,"Hernán Pérez ",2,0,0,0,0,0,1,1,0,1,0.286,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4249,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","DH",5,"Pedro Castellanos ",4,1,1,0,0,0,0,0,0,4,0.269,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4250,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","CF",6,"Gorkys Hernández ",4,0,2,0,0,0,2,0,1,1,0.292,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4251,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","3B",7,"Juniel Querecuto ",3,0,0,0,0,0,0,0,0,3,0.263,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4252,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","RF",8,"Javier Sanoja ",3,0,1,0,0,0,1,0,0,0,0.26,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4253,"NA","2022-23","07/12/2022",1,"Cardenales de Lara","C",9,"Yojhan Quevedo ",3,0,0,0,0,0,0,0,1,1,0.196,"Estadio Antonio Herrera Gutierrez","Tiburones de La Guaira","regular",714355,"night"
4254,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","SS",1,"Yonathan Mendoza ",5,1,2,0,0,0,0,0,1,3,0.361,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4255,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","1B",2,"Henry Alejandro Rodriguez ",4,2,1,0,0,0,0,1,0,2,0.301,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4256,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","2B",3,"Alexi Amarista ",3,1,1,1,0,0,1,1,0,1,0.318,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4257,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","LF",4,"Denis Phipps ",4,2,2,0,0,0,1,1,1,1,0.279,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4258,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","DH",5,"José Martínez ",5,2,3,2,0,0,2,0,0,1,0.359,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4259,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","3B",6,"Carlos Rivero ",4,0,1,1,0,0,0,1,0,4,0.31,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4260,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","C",7,"Dennis Ortega ",5,1,2,1,0,0,2,0,1,5,0.254,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4261,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","RF",8,"Sergio Barthelemy ",4,0,1,1,0,0,0,1,1,2,0.125,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4262,"NA","2022-23","07/12/2022",1,"Tigres de Aragua","CF",9,"Carlos Tocci ",3,0,0,0,0,0,0,1,0,2,0.264,"Estadio Universitario","Leones del Caracas","regular",714297,"night"
4263,"NA","2022-23","07/12/2022",1,"Leones del Caracas","2B",1,"Wilfredo Tovar ",4,2,2,0,0,0,0,1,0,0,0.299,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4264,"NA","2022-23","07/12/2022",1,"Leones del Caracas","CF",2,"Harold Castro ",4,0,3,0,0,0,0,1,0,0,0.333,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4265,"NA","2022-23","07/12/2022",1,"Leones del Caracas","DH",3,"Gleyber Torres ",4,0,1,0,0,0,2,0,0,5,0.273,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4266,"NA","2022-23","07/12/2022",1,"Leones del Caracas","C",4,"Freddy Fermin ",2,1,1,0,0,0,0,0,1,1,0.431,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4267,"NA","2022-23","07/12/2022",1,"Leones del Caracas","C",,"Jhonny Pereda ",1,0,0,0,0,0,0,2,0,1,0.325,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4268,"NA","2022-23","07/12/2022",1,"Leones del Caracas","LF",5,"José Rondón ",4,0,0,0,0,0,0,1,2,5,0.313,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4269,"NA","2022-23","07/12/2022",1,"Leones del Caracas","3B",6,"Eugenio Suárez ",4,0,1,1,0,0,1,1,0,2,0.409,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4270,"NA","2022-23","07/12/2022",1,"Leones del Caracas","1B",7,"Isaias Tejeda ",4,0,1,0,0,0,0,0,1,3,0.297,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4271,"NA","2022-23","07/12/2022",1,"Leones del Caracas","PH",,"a-Juan Infante ",1,0,0,0,0,0,0,0,0,0,0.19,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4272,"NA","2022-23","07/12/2022",1,"Leones del Caracas","RF",8,"Oswaldo Arcia ",3,1,2,0,0,1,1,2,1,2,0.3,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4273,"NA","2022-23","07/12/2022",1,"Leones del Caracas","SS",9,"Lenyn Sosa ",5,0,0,0,0,0,0,0,0,6,0.277,"Estadio Universitario","Tigres de Aragua","regular",714297,"night"
4274,"garmai002","2022-23","08/12/2022",1,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",3,2,1,1,0,0,0,1,1,2,0.338,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4275,"sanyol001","2022-23","08/12/2022",1,"Tiburones de la Guaira","3B",2,"Carlos Sanchez ",3,1,1,0,0,0,0,1,1,1,0.222,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4276,"barfra001","2022-23","08/12/2022",1,"Tiburones de la Guaira","CF",3,"Franklin Barreto ",3,2,1,1,0,0,1,1,1,1,0.309,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4277,"vasdan001","2022-23","08/12/2022",1,"Tiburones de la Guaira","RF",4,"Danry Vasquez ",4,0,0,0,0,0,1,0,2,5,0.289,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4278,"aguang001","2022-23","08/12/2022",1,"Tiburones de la Guaira","LF",5,"Angel Aguilar ",3,0,2,0,0,0,2,0,1,0,0.372,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4279,"escant001","2022-23","08/12/2022",1,"Tiburones de la Guaira","2B",6,"Alcides Escobar ",4,1,1,0,0,0,1,0,1,2,0.385,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4280,"escalc001","2022-23","08/12/2022",1,"Tiburones de la Guaira","2B",6,"Alcides Escobar ",4,1,1,0,0,0,1,0,1,2,0.385,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4281,"genric001","2022-23","08/12/2022",1,"Tiburones de la Guaira","1B",7,"Ricardo Genovés ",4,1,2,1,0,0,1,0,1,0,0.283,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4282,"guzjes001","2022-23","08/12/2022",1,"Tiburones de la Guaira","DH",8,"Jesus Guzman ",3,0,1,0,0,0,1,0,0,2,0.231,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4283,"arcfran001","2022-23","08/12/2022",1,"Tiburones de la Guaira","C",9,"Francisco Arcia ",3,0,1,0,0,0,0,0,2,0,0.276,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714404,"night"
4284,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","SS",1,"Ali Castillo ",4,0,0,0,0,0,0,1,1,4,0.291,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4285,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","RF",2,"Alex Romero ",3,1,0,0,0,0,0,1,1,2,0.294,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4286,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","LF",3,"Angel Reyes ",4,3,3,0,0,0,0,0,1,0,0.274,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4287,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","C",4,"José Godoy ",4,2,1,0,0,0,0,0,1,2,0.32,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4288,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","DH",5,"Jesus Chirinos ",3,2,3,1,0,0,2,1,0,0,0.365,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4289,"herjas001","2022-23","08/12/2022",1,"Aguilas del Zulia","1B",6,"Jose Herrera ",1,1,1,0,0,0,1,3,0,0,0.24,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4290,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","CF",7,"Niko Hulsizer ",4,2,1,0,0,0,2,0,2,7,0.296,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4291,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","2B",8,"Carlos Herrera ",4,0,1,1,0,0,2,0,2,7,0.365,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4292,"NA","2022-23","08/12/2022",1,"Aguilas del Zulia","3B",9,"Bryant Flete ",3,0,1,0,1,0,2,1,0,1,0.326,"Estadio Luis Aparicio","Tiburones de La Guaira","regular",714404,"night"
4293,"garmai002","2022-23","08/12/2022",2,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",3,0,0,0,0,0,0,1,2,0,0.331,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714403,"day"
4294,"escant001","2022-23","08/12/2022",2,"Tiburones de la Guaira","2B",,"Alcides Escobar ",0,0,0,0,0,0,0,0,0,0,0.385,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714403,"day"
4295,"escalc001","2022-23","08/12/2022",2,"Tiburones de la Guaira","2B",,"Alcides Escobar ",0,0,0,0,0,0,0,0,0,0,0.385,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714403,"day"
4296,"sanyol001","2022-23","08/12/2022",2,"Tiburones de la Guaira","3B",2,"Carlos Sanchez ",3,1,0,0,0,0,0,1,1,2,0.216,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714403,"day"
